Name of Product,Description,Image Link,Price,Rating,Name of Store
Official Xiaomi Redmi 12 (8GB/128GB) | (8GB/256GB) MediaTek Helio G88,"Official Xiaomi Redmi 12 (8GB/128GB) | (8GB/256GB) MediaTek Helio G88

Warna: Midnight Black, Sky Blue, Polar Silver

Processor:
- MediaTek Helio G88
- GPU: Arm Mali-G52

RAM/Storage:
- 8GB/128GB
- 8GB/256GB

Layar: 6.79” FHD+ DotDisplay
- Resolution: 2460 x 1080
- Refresh rate : Up to 90Hz
- Reading Mode

Kamera Belakang:
50MP main camera
8MP ultra-wide camera
2MP macro camera
Kamera Film
Kualitas Video ->
- 1080p 1920 x 1080 | 30fps
- 720p 1280 x 720 | 30fps

Kamera Depan : 8MP (f/2.1)
Kualitas Video ->
- 1080p 1920 x 1080 | 30fps
- 720p 1280 x 720 | 30fps

Baterai & pengisian daya
- 5000mAh (typ)
- 18W turbo charging

IP53 splash and dust proof protection

Keamanan :
Sensor sidik jari di bagian samping
AI Face Unlock


Dimensi:
Panjang: 168.60mm
Lebar: 76.28mm
Ketebalan: 8.17mm
Berat: 198.5g

*Data disediakan oleh laboratorium internal. Metode pengukuran industri mungkin berbeda, sehingga hasil sebenarnya dapat berbeda.

Konektivitas:
- SIM1 + Hybrid (SIM or MicroSD)

Jaringan Nirkabel :
Bluetooth 5.3

Audio:
3.5mm headphone jack

Sensor :
Akselerometer | Kompas elektronik

Sistem Operasi : MIUI 14 based on Android 13

Xiaomi Official Store Garansi Resmi, IMEI Resmi Terdaftar di IMEI KEMENPERIN

Isi Kemasan :
Redmi 12
Adaptor
Kabel USB type-C
Alat pembuka SIM
Kartu garansi
Panduan pengguna",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/9/1/f7f85c70-b533-42b5-a768-2b91f7370e0b.jpg.webp?ect=4g,Rp1.999.000,4.9,Xiaomi Official Store
(IBOX) iPhone 11 64GB 128GB 256GB Garansi Resmi TAM 1 Tahun 64 128 256,"PASTI READY - ORIGINAL - BRAND NEW

Iphone 11
Layar : 6.1 inch
Memori : 64 GB - 128 GB - 256 GB
Warna : Black - White - Green - Purple- Yellow - Red

- Garansi Resmi Apple Indonesia 1 Tahun (ibox / TAM / digimap)
- Imei Terdaftar di Kemenperin
- BNIB (Brand New In Box) - Segel Greenpeel
- Di Dalam box: Unit iPhone + USB-C to Lightning Cable ( new packing )

Baca ulasan2 pembeli lain nya biar kalian yakin belanja disini :
https://www.tokopedia.com/putragroup/review

Sekilas info Putra Group :

1. Positif review 99 % dr 100 % kepuasan customer
2. Sudah melayani 15,000 ++ customer secara online
3. Garansi Resmi Apple 1 Tahun
4. Brand new - Original - Segel
5. After sales yg siap melayani anda selama 24 jam

Premium Tempered Glass:
https://www.tokopedia.com/putragroup/premium-tempered-glass-for-iphone-xr-iphone-11-iphone-12-6-1

Apple Airtag
https://www.tokopedia.com/putragroup/resmi-apple-airtag-airtags-air-tag-air-tags-garansi-resmi-apple-1-pack

Apple AirTag Loop / Leather Loop
https://www.tokopedia.com/putragroup/apple-airtag-loop-leather-loop-air-tag-air-tags-airtags-original-with-airtag-tanpa-casing

Apple AirTag Leather Key Ring
https://www.tokopedia.com/putragroup/apple-airtag-leather-key-ring-air-tag-air-tags-airtags-blue-brown-red-with-airtag-tanpa-casing

Apple 20W USB Fast Charger- C Power Adapter
https://www.tokopedia.com/putragroup/original-apple-20w-20-w-fast-charging-usb-c-power-adapter-segel

MagSafe Wireless Charger
https://www.tokopedia.com/putragroup/apple-magsafe-charger-20w-wireless-charging-mag-safe-for-iphone-12

Airpod Pro
https://www.tokopedia.com/putragroup/resmi-apple-airpods-pro-airpod-air-pods-wireless-mwp22-ibox-segel-garansi-inter

**Catatan Garansi Resmi**

TIDAK ADA Garansi Toko, segala bentuk kerusakan saat produk diterima langsung claim ke service center. Membeli = Setuju",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/13/9e0387c4-689a-4494-a490-b2f9ae57d5d5.jpg.webp?ect=4g,Rp6.929.000,5,Putra Group
Xiaomi Official Redmi Note 12 50MP Triple Kamera 120Hz AMOLED NFC IP53,"Xiaomi Official Redmi Note 12

Xiaomi Official Store Garansi Resmi, IMEI Resmi Terdaftar di IMEI KEMENPERIN

Semua model Redmi Note 12 menampilkan layar OLED yang mengesankan dan menarik. Tonton konten favorit kamu menjadi hidup dengan produksi ulang warna hitam dan cerah yang sempurna. 2400 x 1800 FHD+, 1150nits Kecerahan Maksimal, DCI-P3 Gamut warna lebar, Netflix HD Tersertifikasi, 4.500.000:1 Rasio kontras.

Nikmati pengalaman mulus tak tertandingi dengan kecepatan refresh rate hingga 120 Hz, baik saat bermain game atau menjelajahi media sosial. Mendukung 3 refresh rate (60Hz/90Hz/120Hz) untuk pengalaman visual yang lebih halus dan konsumsi energi yang rendah.

Nikmati desain presisi yang mempertimbangkan keamanan dan perlindungan mata kamu. 4096 level penyesuaian kecerahan memungkinkan peredupan layar menjadi lebih lembut dan halus. Saat pencahayaan sekitar tiba-tiba berubah, kecerahan layar disesuaikan dengan perlahan tanpa menyebabkan silau. Mode Membaca & Layar dengan SGS Eye Care.

Dibuat pada proses 6nm layaknya ponsel flagship, performa Redmi Note 12 lebih ditingkatkan dengan Snapdragon 685 6nm yang kuat dari Qualcomm. Kombinasi RAM LPDDR4X dan ROM UFS 2.2 memungkinkan perangkat kamu melakukan banyak tugas sekaligus. Sampai dengan 8 GB RAM, Sampai dengan 128 ROM.

Diaktifkan oleh teknologi Mi-FC dan MMT, isi daya dengan cepat menggunakan pengisian cepat 33W. Baterai berkapasitas tinggi 5000mAh. Smartphone ini memiliki daya tahan baterai super panjang hingga 1,35 hari, mudah digunakan sepanjang hari tanpa kendala. 31 jam telepon, 9 jam bermain game, 21 jam pemutaran video.

Abadikan dunia dari setiap sudut dengan tiga kamera yang menampilkan lensa utama beresolusi tinggi, lensa ultra-wide, dan lensa makro. 50MP kamera utama, 8MP Ultra-wide, 2MP kamera makro.

Warna trendi dengan desain tipis dan elegan. Ramping, ringan, dan nyaman untuk dipegang.

Fitur lain yang bermanfaat. Soket headphone 3,5 mm, Sensor sidik jari di samping, IR Blaster, IP53.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/4/18/4d00f573-5b72-4a20-90ef-6565436ba3ca.png.webp?ect=4g,Rp2.299.000,4.9,Xiaomi Official Store
Samsung Galaxy M23 5G 6/128GB,"""Promo #GakAdaMatinya*
Periode: Oktober 2023

- Free Travel Adapter 25W**
- Free Youtube Premium 2 bulan

*Syarat & ketentuan berlaku. Klaim melalui aplikasi Samsung Gift Indonesia.
**Selama persediaan masih ada""

Spesifikasi:

- Processor :Snapdragon 750G
- Size : 6.6""
- Technology : TFT
- Resolution : FHD+
- Rear Camera Resolution :50.0 MP + 8.0 MP + 2.0 MP
- Main Camera Auto Focus : Yes
- Rear Camera OIS : No
- Rear Camera Digital Zoom up to 10x
- Front Camera Resolution : 8.0 MP
- Front Camera Auto Focus :No
- Video Resolution : FHD (1920 x 1080) @30fps
- RAM : 6GB
- ROM : 128GB
- SIM Tray : Dual-SIM
- Network Type : 5G
- USB Interface : USB Type-C
- USB Version : USB 2.0
- Earjack :3.5mm Stereo
- Bluetooth Version : Bluetooth v5.0
- NFC : Yes
- Battery Capacity : 5000mAh",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/6/5/86158f8d-bebf-4fcc-9f06-93777554febf.jpg.webp?ect=4g,Rp3.029.500,4.9,Samsung Official Store
XIAOMI OFFICIAL Redmi Note 12 Pro 5G Kamera 50MP Sony IMX766 P-OLED,"Xiaomi Redmi Note 12 Pro 5G
https://www.tokopedia.com/discovery/redminote12pro

Xiaomi Official Store Garansi Resmi, IMEI Resmi Terdaftar di IMEI KEMENPERIN

Layar 6,67"" terbuat dari bahan fleksibel canggih, meningkatkan kecerahan dan menampilkan rentang warna yang lebih luas dengan kontras lebih tinggi, dipadukan dengan output yang lebih mulus untuk pengalaman menonton yang lebih hidup.

Refresh rate tinggi 120Hz, Tampilan halaman web, video, game, dan lainnya yang lebih mulus. Dolby Vision bermitra dengan HDR10+, menghadirkan kualitas gambar yang tak terkalahkan, bersama dengan Dolby Atmos dan speaker ganda, sehingga kamu dapat menikmati teater di telapak tangan Anda di mana saja, kapan saja.

Dilengkapi dengan kamera 50MP kamera utama dengan sensor IMX766 menjadi pilihan unggulan banyak smartphone. Ukuran sensor 1/1,56"""" yang besar memungkinkan asupan cahaya yang lebih banyak dan All-pixel Auto Focus yang canggih mampu membuat pemfokusan otomatis berkecepatan tinggi menjadi kenyataan. Kamera yang dilengkapi dengan OIS, stabil di segala situasi.

Baterai berkapasitas tinggi 5000mAh dibangun di dalam bodi setipis 7,99mm ini dan memastikan pengalaman pengguna yang lebih tahan lama dan lebih lancar. Dengan 67W turbo charging, 15 menit menjadi rahasia untuk menangani hampir semua hal. Sekarang dalam genggamanmu.

Efisiensi jelas dari MediaTek Dimensity 1080 dengan 5G. Chipset proses 6nm yang canggih meningkatkan kecepatan keseluruhan dan mengurangi konsumsi daya, memberikan kinerja yang hebat dalam pembuatan video dan gambar, game, dan konektivitas 5G*. Kombinasi penyimpanan dan RAM yang cepat, Kelancaran yang tinggi dengan memori hingga 8GB. Instal aplikasi favorit kamu dan abadikan momen melalui foto & video dengan penyimpanan hingga 256GB.

5G bebas hambatan. Kecepatan yang lebih cepat dan pita frekuensi yang lebih banyak memungkinkan kamu dan teman kamu berkomunikasi secara online seolah-olah kamu sedang bertatap muka.

Isi Kemasan
Redmi Note 12 Pro 5G / Adapter",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/3/28/cde06f2a-ae06-4f0b-85e4-58add2713dc8.jpg.webp?ect=4g,Rp4.399.000,4.9,Xiaomi Official Store
Realme C51 NFC 4/64&128 GB Garansi,"Realme C51 NFC - Koneksi Lebih Cepat, Kemudahan di Ujung Jari Anda

Realme C51 NFC adalah pilihan pintar bagi mereka yang menginginkan pengalaman ponsel yang canggih dengan fitur NFC yang memungkinkan pembayaran dan koneksi nirkabel yang lebih cepat. Dengan sejumlah fitur unggulan, ponsel ini adalah jawaban bagi mereka yang mencari kualitas dan kepraktisan.

Spesifikasi Unggulan:

Layar Besar 6,2 Inci: Nikmati tampilan yang jernih dan luas dengan layar 6,2 inci. Ini memungkinkan Anda menikmati konten multimedia dengan kualitas gambar yang luar biasa.
NFC Untuk Pembayaran Cepat: Realme C51 NFC dilengkapi dengan teknologi NFC yang memungkinkan Anda melakukan pembayaran secara nirkabel dengan cepat dan aman. Tidak perlu lagi membawa uang tunai atau kartu kredit.
Kamera Unggul: Kamera utama 16 MP memungkinkan Anda mengambil foto dan video berkualitas tinggi dengan mudah. Fitur-fitur fotografi canggih akan membantu Anda menangkap momen berharga.
Performa Andal: Ditenagai oleh prosesor yang tangguh dan RAM yang cukup besar, ponsel ini menawarkan kinerja yang responsif untuk menjalankan aplikasi, game, dan tugas sehari-hari.
Baterai Tahan Lama: Dengan baterai berkapasitas besar, Anda dapat menggunakan ponsel ini sepanjang hari tanpa harus sering mengisi daya.
Sistem Operasi Android: Realme C51 NFC menjalankan sistem operasi Android terbaru, yang memberikan akses ke ribuan aplikasi, game, dan konten dari Google Play.
Penyimpanan Luas: Dengan penyimpanan internal yang besar, Anda memiliki cukup ruang untuk menyimpan file, foto, dan aplikasi favorit Anda.
Desain yang Menarik: Realme C51 NFC hadir dengan desain yang menarik dan ramping. Ini akan membuat ponsel ini terlihat elegan dan nyaman digenggam.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/11/17/57f22329-be2e-4d46-843b-16e3dd17c1fa.png.webp?ect=4g,Rp1.449.000,4.9,TOKONIK GADGET
Xiaomi Official Redmi Note 11 4/128GB Smartphone,"Redmi Note 11 4GB 128GB Smartphone

Xiaomi Official Store Garansi Resmi, IMEI Resmi Terdaftar di IMEI KEMENPERIN


Spesifikasi

Prosesor
Snapdragon 680
Proses manufaktur 6nm
CPU: CPU Octa-core, hingga 2,4GHz
GPU: GPU Qualcomm Adreno 610

RAM dan Kapasitas Penyimpanan
4GB+128GB | 6GB+128GB
LPDDR4X + UFS2.2
Penyimpanan dapat ditambah hingga 1TB
*Kapasitas penyimpanan dan RAM yang tersedia lebih sedikit dari memori total
karena terpotong untuk sistem operasi dan perangkat lunak bawaan di perangkat.

Dimensi
Tinggi: 159,87mm
Lebar: 73,87mm
Ketebalan: 8,09mm
Berat: 179g

Layar
6,43"" FHD+ AMOLED DotDisplay
Refresh rate: Hingga 90Hz
Touch sampling rate: Hingga 180Hz
Kecerahan: HBM 700 nits (standar), 1000 nits kecerahan puncak (standar)
Rasio kontras: 4.500.0000:1
Resolusi: 2400 x 1080
Rentang warna luas DCI-P3
409 ppi
Reading mode 3.0
Sunlight display

Kamera belakang
Kamera utama 50MP
f/1,8
Kamera ultra-wide 8MP
f/2,2
Bidang tangkapan 118
Kamera makro 2MP
f/2,4
Sensor depth 2MP
f/2,4


Kamera depan
Kamera depan 13MP
f/2,4

Baterai & Pengisian Daya
5000mAh (standar)
Pengisian daya cepat Pro 33W
Pengisi daya cepat 33W di dalam boks
USB-C

Keamanan
Sensor sidik jari di bagian samping
Pengenalan wajah berbasis AI

NFC
*Ketersediaan berbeda-beda tergantung pasar
*Fungsi mungkin berbeda di beberapa pasar

Jaringan & Konektivitas
Dual SIM + microSD
Jaringan yang didukung:
2G: GSM
3G: WCDMA
4G: LTE FDD
4G: LTE TDD
Bluetooth 5.0
Protokol Wi-Fi: 802.11a/b/g/n/ac

Navigasi & Deteksi Posisi
GPS L1 | Glonass G1 | BDS B1 | Galileo E1

Audio
Speaker ganda
Jack headphone 3,5mm
Sertifikasi Hi-Res Audio

Sistem Operasi
Android 11 | MIUI 13",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/8/22/31c6907e-abbb-4da6-871c-635db0a27601.png.webp?ect=4g,Rp2.399.000,4.9,Xiaomi Official Store
Xiaomi Official POCO M4 Pro 6/128GB Smartphone,"Poco M4 Pro 6GB 128GB Smartphone

Spesifikasi:

RAM & Kapasitas Penyimpanan
6GB + 128GB, 8GB + 256GB
RAM LPDDR4X + Penyimpanan UFS2.2

Layar
90Hz FHD+ AMOLED 6,43"" DotDisplay
FHD+ 2400x1080
Rasio kontras: 4.500.000:1
Tingkat kecerahan: 2048
Refresh rate: 90 Hz
Touch sampling rate: 180 Hz
Sunlight display
SGS Eye Care Display
SGS Seamless Display

Prosesor
Helio G96
CPU: CPU octa-core, hingga 2,05 GHz
GPU: Mali-G57 MC2

Baterai & Pengisian Daya
Baterai 5000mAh (typ)

Kamera
Kamera utama 64 MP
f/1,8
Piksel besar 1,4 m (4-in-1)
Kamera ultra-wide 8 MP
Bidang tangkapan 118
f/2,2
Kamera makro 2 MP
f/2,4

Kamera depan 16 MP
f/2,4

Fitur fotografi kamera depan
HDR
Mode potret
Bokeh dan depth control
Beautify
Filter
Bingkai film
Palm shuttter
Mode panorama

Keamanan
Sensor sidik jari di bagian samping
AI Face Unlock

NFC
Mendukung Google Pay
*Fungsi mungkin berbeda di beberapa pasar.

Jaringan & Konektivitas
SIM ganda yang aktif: 4G+4G

Frekuensi jaringan:
Mendukung 4G / 3G / 2G

Jaringan Nirkabel
Bluetooth 5.0
Protokol Wi-Fi: 802.11a/b/g/n/ac

Navigasi & Deteksi Posisi
GPS: L1
GLONASS: G1 | Galileo: E1 | BeiDou: B1

Audio
Speaker ganda
Sertifikasi Hi-Res Audio

Menonton Video
MP4 I M4V I MKV I AVI I WMV I WEBM I 3GP I 3G2 I ASF

Sistem Operasi berbasis Android 11",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/9/1/0aded44b-e493-4669-8f7e-5944bd14dc24.jpg.webp?ect=4g,Rp2.899.000,4.9,Xiaomi Official Store
Apple iPhone 11 128 GB - Garansi Resmi iBox Apple Indonesia,"Garansi Resmi iBox Apple Indonesia 1 Tahun

Dapatkan keuntungan dengan membeli di toko kami :

1. Garansi Tukar Baru 1x24 jam dari diterima oleh pembeli apabila ada cacat pabrik / fungsi yang tidak berfungsi dari pabrik ketika buka segel langsung kami ganti baru , syarat ketentuan ada di catatan toko

2. Semua pengiriman sudah kami packing dengan aman

3. Jaminan Uang kembali utuh 100% apabila produk tidak sesuai dengan deskripsi / keterangan

100% Baru dan Segel Asli Apple (Greenpeel)

Imei Terdaftar Resmi di Kemenperin

INFO : iPhone 11 Produksi Baru / Packaging Baru tidak mendapat Headset dan Kepala Charger (isi Box iPhone dan kabel usb c to lightning)

Spesifikasi :

Jaringan GSM / HSPA / LTE
Sistem Operasi iOS 14
Prosesor Apple A13 Bionic (7 nm+), Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder)
GPU Apple GPU (4-core graphics)
RAM 4 GB
Ukuran Layar 6.1 inch
Tipe Layar Liquid Retina IPS LCD capacitive touchscreen, 16M colors, True Tone, Haptic Touch, 625 nits
Resolusi Layar 828 x 1792 pixels, 19.5:9 ratio (~326 ppi density)
Kamera Belakang
Dual 12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.4, 13mm (ultrawide)

Kamera Depan
12 MP, f/2.2, 23mm (wide)
SL 3D camera

Audio Stereo Speakers, Dolby Atmos, Dolby Digital Plus
WLAN Wi-Fi 802.11 a/b/g/n/ac/ax, dual-band, hotspot
Bluetooth 5.0, A2DP, LE
GPS A-GPS, GLONASS, GALILEO, QZSS
Sensor Face ID, accelerometer, gyro, proximity, compass, barometer, Proximity, Ambient light, Siri natural language commands and dictation
Baterai 3110 mAh
Pengisian Daya Support fast battery charging, USB Power Delivery 2.0, Qi wireless charging
Slot Memori Eksternal No
Berat 194 gr
Dimensi 150.9 x 75.7 x 8.3 mm",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/7/2/cc27f36f-6edf-431f-852a-e570b8e58377.jpg.webp?ect=4g,Rp8.685.000,5,Universe Store
Xiaomi Redmi Note 11 6/128 GB Garansi Resmi,"Baru dan Segel ~
Garansi Resmi ~
IMEI Terdaftar ~

NETWORK Technology
GSM / HSPA / LTE
LAUNCH Announced 2022, January 26
Status Available. Released 2022, February 09
BODY Dimensions 159.9 x 73.9 x 8.1 mm (6.30 x 2.91 x 0.32 in)
Weight 179 g (6.31 oz)
SIM Dual SIM (Nano-SIM, dual stand-by)
IP53, dust and splash protection
DISPLAY Type AMOLED, 90Hz, 700 nits, 1000 nits (peak)
Size 6.43 inches, 99.8 cm2 (~84.5% screen-to-body ratio)
Resolution 1080 x 2400 pixels, 20:9 ratio (~409 ppi density)
Protection Corning Gorilla Glass 3
PLATFORM OS Android 11, MIUI 13
Chipset Qualcomm SM6225 Snapdragon 680 4G (6 nm)
CPU Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver)
GPU Adreno 610
MEMORY Card slot microSDXC (dedicated slot)
Internal 64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM
UFS 2.2
MAIN CAMERA Quad 50 MP, f/1.8, 26mm (wide), PDAF
8 MP, f/2.2, 118˚ (ultrawide)
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)
Features LED flash, HDR, panorama
Video 1080p@30fps
SELFIE CAMERA Single 13 MP, f/2.4, (wide)
Video 1080p@30fps
SOUND Loudspeaker Yes, with stereo speakers
3.5mm jack Yes
24-bit/192kHz audio
COMMS WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot
Bluetooth 5.0, A2DP, LE
GPS Yes, with A-GPS, GLONASS, BDS, GALILEO
NFC Yes (market/region dependent)
Infrared port Yes
Radio FM radio
USB USB Type-C 2.0, USB On-The-Go
FEATURES Sensors Fingerprint (side-mounted), accelerometer, gyro, compass
Virtual proximity sensing
BATTERY Type Li-Po 5000 mAh, non-removable
Charging Fast charging 33W,",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/11/17/39e883c1-f1e2-42dd-b0d5-8bfe28c44b92.jpg.webp?ect=4g,Rp2.219.000,,duniagadgetku
itel S23+ 256GB+16GB(8+8GB) - AMOLED CURVED - 32MP AI SELFIE - NFC,"[NEW!] itel S23+ 256GB+16GB(8+8GB) - AMOLED CURVED - 32MP AI SELFIE - NFC

BODY
Dimension: 7.9 mm thickness
Weight : 178 g (6.28 oz)
SIM : Dual SIM (Nano-SIM, dual stand-by)

DISPLAY
Type : AMOLED, 500 nits (peak)
Size: 6.78 inches, 111.0 cm2
Resolution: 1080 x 2400 pixels, 20:9 ratio (~388 ppi density)
Protection: Corning Gorilla Glass 5
Always-on display
MEMORY : 256GB+16GB(8+8GB)
OS : Android 13, itel OS 13
Chipset : Unisoc Tiger T616 (12 nm)
CPU : Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)
GPU : Mali-G57 MP1

MAIN CAMERA
Dual : 50 MP, f/1.6, (wide), AF
0.08 MP
Features: LED flash
Video: 1080p@30fps
SELFIE CAMERA
Single : 32 MP
Video : 1080p@30fps

SOUND
Loudspeaker : Yes
3.5mm jack :Yes
WLAN : Yes
Bluetooth : Yes
NFC : Yes
USB : USB Type-C 2.0, OTG
Sensors: Fingerprint (under display, optical); unspecified sensors

BATTERY
Type :Li-Po 5000 mAh, non-removable
Charging: 18W wired
COLORS : Lake Cyan , Elemental Blue

- Isi Dalam Box :
1 Unit itel S23+ (Without charger), 1 x Cable Data USB Type - C, 1 x SIM Ejector, 1 x Warranty Card, 1 x User Guide, 1 x Hard Case, 1 x Cable Headset

Free Proteksi Gadget Selama periode Exclusive Launching, untuk Detail dan claim protection di link berikut :
https://www.tokopedia.com/discovery/finansial-proteksi-produk
",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/10/6/ffa69338-76c1-49bc-a227-9ed554179de6.jpg.webp?ect=4g,Rp2.161.000,4.8,Itel Official Store
Apple iPhone 13 128GB | 256GB | 512GB - Garansi Resmi iBox Apple Indo,"Garansi Resmi Apple Indonesia 1 Tahun

Dapatkan keuntungan dengan membeli di toko kami :

1. Garansi Tukar Baru 1x24 jam dari diterima oleh pembeli apabila ada cacat pabrik / fungsi yang tidak berfungsi dari pabrik ketika buka segel langsung kami ganti baru , syarat ketentuan ada di catatan toko

2. Gratis / Free biaya Asuransi pengiriman untuk order di toko kami

3. Semua pengiriman sudah kami packing dengan aman

4. Jaminan Uang kembali utuh 100% apabila produk tidak sesuai dengan deskripsi / keterangan

100% Original Baru dan Segel Asli Apple Greenpeel

Imei Terdaftar Resmi di Kemenperin

Isi Kotak :
• iPhone dengan iOS 15.
• Kabel USB-C ke Lightning.
• Buku Manual dan dokumentasi lain.

Spesifikasi :

Jaringan GSM / HSPA / LTE / 5G
Sistem Operasi iOS 15
Prosesor Apple A15 Bionic (5 nm), Hexa-core (2x3.22 GHz Avalanche + 4xX.X GHz Blizzard)
GPU Apple GPU (4-core graphics)
RAM 4 GB
Ukuran Layar 6.1 inch
Tipe Layar Super Retina XDR OLED, HDR10, Dolby Vision, 800 nits (HBM), 1200 nits (peak)
Resolusi Layar 1170 x 2532 pixels
Kamera Belakang
12 MP, f/1.6, 26mm (wide), 1.7µm, dual pixel PDAF, sensor-shift OIS
12 MP, f/2.4, 120˚, 13mm (ultrawide)

Kamera Depan
12 MP, f/2.2, 23mm (wide), 1/3.6""
SL 3D, (depth/biometrics sensor)

Fitur Kamera
Dual-LED dual-tone flash, HDR (photo/panorama)

Audio Stereo speakers
WLAN Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot
Bluetooth 5.0, A2DP, LE
GPS Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS
Sensor Face ID, accelerometer, gyro, proximity, compass, barometer, Siri natural language commands and dictation, Ultra Wideband (UWB) support
Baterai 3240 mAh
Pengisian Daya
Fast charging (23W, unofficial rating), 50% in 30 min (advertised)
USB Power Delivery 2.0
MagSafe wireless charging 15W
Qi magnetic fast wireless charging 7.5W

Slot Memori Eksternal No
SIM Single Nano SIM + Esim
Berat 174 gr
Dimensi 146.7 x 71.5 x 7.65 mm
Lainnya
Material Glass front (Gorilla Glass), glass back (Gorilla Glass), aluminum fr",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/7/2/7ab96674-9602-4126-a552-ac8a385d39e4.jpg.webp?ect=4g,Rp11.483.000,5,Universe Store
Samsung Galaxy A54 5G,"Jaringan: GSM / HSPA / LTE / 5G
Ukuran layar: 6.5 inci, 1080 x 2340 pixels, Super AMOLED, 120Hz
Memori: RAM 8 GB, ROM 128/256 GB, MicroSDXC slot
Sistem operasi: Android 13, One UI 5.1
CPU: Exynos 1380 (5 nm) Octa-core (4x2.4 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55)
GPU: Mali-G68 MP5
Kamera: Triple 50 MP f/1.8 (wide) PDAF OIS; 12 MP f/2.2 123˚(ultrawide); 5 MP f/2.4 (macro), depan 32 MP f/2.2 26mm 1/2.8"" 0.8µm (wide)
Video: 4K@30fps, 1080p@30/60fps, 720p@480fps
Audio: Loudspeaker (stereo)
WLAN: 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct
Bluetooth: 5.3, A2DP, LE
GPS: GPS, GLONASS, GALILEO, BDS
Sensor: Fingerprint (under display, optical), accelerometer, gyro, compass, virtual proximity sensing
NFC: Yes
Resistansi Air: IP67 dust/water resistant (up to 1m for 30 min)
SIM: Hybrid Dual SIM (Nano-SIM, dual stand-by)
Baterai: Li-Po 5000 mAh, non-removable
Berat: 202 gram
Garansi Resmi
",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/3/18/e3e74310-da11-49ad-b1fe-dde9e439a522.jpg.webp?ect=4g,Rp5.246.000,5,jikalaku
